Number of robot passes: 222

Number of trays: 6

Tray 1
No  Cir Pos     X        Y     Angle 
1    1   1    91.8     0        0    
2    1   2    87.31    28.37    18   
3    1   3    74.27    53.96    36   
4    1   4    53.96    74.27    54   
5    1   5    28.37    87.31    72   
6    1   6    0        91.8     90   
7    1   7    -28.37   87.31    108  
8    1   8    -53.96   74.27    126  
9    1   9    -74.27   53.96    144  
10   1   10   -87.31   28.37    162  
11   1   11   -91.8    0        180  
12   1   12   -87.31   -28.37   198  
13   1   13   -74.27   -53.96   216  
14   1   14   -53.96   -74.27   234  
15   1   15   -28.37   -87.31   252  
16   1   16   0        -91.8    270  
17   1   17   28.37    -87.31   288  
18   1   18   53.96    -74.27   306  
19   1   19   74.27    -53.96   324  
20   1   20   87.31    -28.37   342  
21   2   1    68.51    -6.35    0    
22   2   2    66.17    18.83    21.2 
23   2   3    54.9     41.46    42.4 
24   2   4    36.22    58.5     63.5 
25   2   5    12.64    67.63    84.7 
26   2   6    -12.64   67.63    105.9
27   2   7    -36.22   58.49    127.1
28   2   8    -54.9    41.46    148.2
29   2   9    -66.17   18.83    169.4
30   2   10   -68.51   -6.35    190.6
31   2   11   -61.59   -30.67   211.8
32   2   12   -46.35   -50.84   232.9
33   2   13   -24.85   -64.15   254.1
34   2   14   0        -68.8    275.3
35   2   15   24.85    -64.15   296.5
36   2   16   46.35    -50.84   317.6
37   2   17   61.59    -30.67   338.8

Tray 2
No  Cir Pos     X        Y     Angle 
1    1   1    91.8     0        0    
2    1   2    87.31    28.37    18   
3    1   3    74.27    53.96    36   
4    1   4    53.96    74.27    54   
5    1   5    28.37    87.31    72   
6    1   6    0        91.8     90   
7    1   7    -28.37   87.31    108  
8    1   8    -53.96   74.27    126  
9    1   9    -74.27   53.96    144  
10   1   10   -87.31   28.37    162  
11   1   11   -91.8    0        180  
12   1   12   -87.31   -28.37   198  
13   1   13   -74.27   -53.96   216  
14   1   14   -53.96   -74.27   234  
15   1   15   -28.37   -87.31   252  
16   1   16   0        -91.8    270  
17   1   17   28.37    -87.31   288  
18   1   18   53.96    -74.27   306  
19   1   19   74.27    -53.96   324  
20   1   20   87.31    -28.37   342  
21   2   1    68.51    -6.35    0    
22   2   2    66.17    18.83    21.2 
23   2   3    54.9     41.46    42.4 
24   2   4    36.22    58.5     63.5 
25   2   5    12.64    67.63    84.7 
26   2   6    -12.64   67.63    105.9
27   2   7    -36.22   58.49    127.1
28   2   8    -54.9    41.46    148.2
29   2   9    -66.17   18.83    169.4
30   2   10   -68.51   -6.35    190.6
