Number of robot passes: 138

Number of trays: 6

Tray 1
No  Cir Pos     X        Y     Angle 
1    1   1    87.3     0        0    
2    1   2    79.75    35.51    24   
3    1   3    58.42    64.88    48   
4    1   4    26.98    83.03    72   
5    1   5    -9.13    86.82    96   
6    1   6    -43.65   75.6     120  
7    1   7    -70.63   51.31    144  
8    1   8    -85.39   18.15    168  
9    1   9    -85.39   -18.15   192  
10   1   10   -70.63   -51.31   216  
11   1   11   -43.65   -75.6    240  
12   1   12   -9.13    -86.82   264  
13   1   13   26.98    -83.03   288  
14   1   14   58.42    -64.88   312  
15   1   15   79.75    -35.51   336  
16   2   1    53.5     0        0    
17   2   2    37.83    37.83    45   
18   2   3    0        53.5     90   
19   2   4    -37.83   37.83    135  
20   2   5    -53.5    0        180  
21   2   6    -37.83   -37.83   225  
22   2   7    0        -53.5    270  
23   2   8    37.83    -37.83   315  

Tray 2
No  Cir Pos     X        Y     Angle 
1    1   1    87.3     0        0    
2    1   2    79.75    35.51    24   
3    1   3    58.42    64.88    48   
4    1   4    26.98    83.03    72   
5    1   5    -9.13    86.82    96   
6    1   6    -43.65   75.6     120  
7    1   7    -70.63   51.31    144  
8    1   8    -85.39   18.15    168  
9    1   9    -85.39   -18.15   192  
10   1   10   -70.63   -51.31   216  
11   1   11   -43.65   -75.6    240  
12   1   12   -9.13    -86.82   264  
13   1   13   26.98    -83.03   288  
14   1   14   58.42    -64.88   312  
15   1   15   79.75    -35.51   336  
16   2   1    53.5     0        0    
17   2   2    37.83    37.83    45   
18   2   3    0        53.5     90   
19   2   4    -37.83   37.83    135  
20   2   5    -53.5    0        180  
21   2   6    -37.83   -37.83   225  
22   2   7    0        -53.5    270  
23   2   8    37.83    -37.83   315  

Tray 3
No  Cir Pos     X        Y     Angle 
1    1   1    87.3     0        0    
2    1   2    79.75    35.51    24   
3    1   3    58.42    64.88    48   
4    1   4    26.98    83.03    72   
5    1   5    -9.13    86.82    96   
6    1   6    -43.65   75.6     120  
7    1   7    -70.63   51.31    144  
8    1   8    -85.39   18.15    168  
9    1   9    -85.39   -18.15   192  
10   1   10   -70.63   -51.31   216  
11   1   11   -43.65   -75.6    240  
12   1   12   -9.13    -86.82   264  
13   1   13   26.98    -83.03   288  
14   1   14   58.42    -64.88   312  
15   1   15   79.75    -35.51   336  
16   2   1    53.5     0        0    
17   2   2    37.83    37.83    45   
18   2   3    0        53.5     90   
19   2   4    -37.83   37.83    135  
20   2   5    -53.5    0        180  
21   2   6    -37.83   -37.83   225  
22   2   7    0        -53.5    270  
23   2   8    37.83    -37.83   315  

Tray 4
No  Cir Pos     X        Y     Angle 
1    1   1    87.3     0        0    
2    1   2    79.75    35.51    24   
3    1   3    58.42    64.88    48   
4    1   4    26.98    83.03    72   
5    1   5    -9.13    86.82    96   
6    1   6    -43.65   75.6     120  
7    1   7    -70.63   51.31    144  
8    1   8    -85.39   18.15    168  
9    1   9    -85.39   -18.15   192  
10   1   10   -70.63   -51.31   216  
11   1   11   -43.65   -75.6    240  
12   1   12   -9.13    -86.82   264  
13   1   13   26.98    -83.03   288  
14   1   14   58.42    -64.88   312  
15   1   15   79.75    -35.51   336  
16   2   1    53.5     0        0    
17   2   2    37.83    37.83    45   
18   2   3    0        53.5     90   
19   2   4    -37.83   37.83    135  
20   2   5    -53.5    0        180  
21   2   6    -37.83   -37.83   225  
22   2   7    0        -53.5    270  
23   2   8    37.83    -37.83   315  

Tray 5
No  Cir Pos     X        Y     Angle 
1    1   1    87.3     0        0    
2    1   2    79.75    35.51    24   
3    1   3    58.42    64.88    48   
4    1   4    26.98    83.03    72   
5    1   5    -9.13    86.82    96   
6    1   6    -43.65   75.6     120  
7    1   7    -70.63   51.31    144  
8    1   8    -85.39   18.15    168  
9    1   9    -85.39   -18.15   192  
10   1   10   -70.63   -51.31   216  
11   1   11   -43.65   -75.6    240  
12   1   12   -9.13    -86.82   264  
13   1   13   26.98    -83.03   288  
14   1   14   58.42    -64.88   312  
15   1   15   79.75    -35.51   336  
16   2   1    53.5     0        0    
17   2   2    37.83    37.83    45   
18   2   3    0        53.5     90   
19   2   4    -37.83   37.83    135  
20   2   5    -53.5    0        180  
21   2   6    -37.83   -37.83   225  
22   2   7    0        -53.5    270  
23   2   8    37.83    -37.83   315  

Tray 6
No  Cir Pos     X        Y     Angle 
1    1   1    87.3     0        0    
2    1   2    79.75    35.51    24   
3    1   3    58.42    64.88    48   
4    1   4    26.98    83.03    72   
5    1   5    -9.13    86.82    96   
6    1   6    -43.65   75.6     120  
7    1   7    -70.63   51.31    144  
8    1   8    -85.39   18.15    168  
9    1   9    -85.39   -18.15   192  
10   1   10   -70.63   -51.31   216  
11   1   11   -43.65   -75.6    240  
12   1   12   -9.13    -86.82   264  
13   1   13   26.98    -83.03   288  
14   1   14   58.42    -64.88   312  
15   1   15   79.75    -35.51   336  
16   2   1    53.5     0        0    
17   2   2    37.83    37.83    45   
18   2   3    0        53.5     90   
19   2   4    -37.83   37.83    135  
20   2   5    -53.5    0        180  
21   2   6    -37.83   -37.83   225  
22   2   7    0        -53.5    270  
23   2   8    37.83    -37.83   315  
