Number of robot passes: 180

Number of trays: 6

Tray 1
No  Cir Pos     X        Y     Angle 
1    1   1    89.8     0        0    
2    1   2    84.93    29.16    18.9 
3    1   3    70.86    55.16    37.9 
4    1   4    49.12    75.18    56.8 
5    1   5    22.04    87.05    75.8 
6    1   6    -7.42    89.49    94.7 
7    1   7    -36.07   82.24    113.7
8    1   8    -60.82   66.07    132.6
9    1   9    -78.98   42.74    151.6
10   1   10   -88.58   14.78    170.5
11   1   11   -88.58   -14.78   189.5
12   1   12   -78.98   -42.74   208.4
13   1   13   -60.82   -66.07   227.4
14   1   14   -36.07   -82.24   246.3
15   1   15   -7.42    -89.49   265.3
16   1   16   22.04    -87.05   284.2
17   1   17   49.12    -75.18   303.2
18   1   18   70.86    -55.16   322.1
19   1   19   84.93    -29.16   341.1
20   2   1    59.18    9.9      0    
21   2   2    44.43    40.32    32.7 
22   2   3    15.58    57.94    65.5 
23   2   4    -18.22   57.17    98.2 
24   2   5    -46.24   38.24    130.9
25   2   6    -59.57   7.17     163.6
26   2   7    -53.99   -26.17   196.4
27   2   8    -31.27   -51.21   229.1
28   2   9    1.38     -59.98   261.8
29   2   10   33.59    -49.72   294.5
30   2   11   55.14    -23.66   327.3

Tray 2
No  Cir Pos     X        Y     Angle 
1    1   1    89.8     0        0    
2    1   2    84.93    29.16    18.9 
3    1   3    70.86    55.16    37.9 
4    1   4    49.12    75.18    56.8 
5    1   5    22.04    87.05    75.8 
6    1   6    -7.42    89.49    94.7 
7    1   7    -36.07   82.24    113.7
8    1   8    -60.82   66.07    132.6
9    1   9    -78.98   42.74    151.6
10   1   10   -88.58   14.78    170.5
11   1   11   -88.58   -14.78   189.5
12   1   12   -78.98   -42.74   208.4
13   1   13   -60.82   -66.07   227.4
14   1   14   -36.07   -82.24   246.3
15   1   15   -7.42    -89.49   265.3
16   1   16   22.04    -87.05   284.2
17   1   17   49.12    -75.18   303.2
18   1   18   70.86    -55.16   322.1
19   1   19   84.93    -29.16   341.1
20   2   1    59.18    9.9      0    
21   2   2    44.43    40.32    32.7 
22   2   3    15.58    57.94    65.5 
23   2   4    -18.22   57.17    98.2 
24   2   5    -46.24   38.24    130.9
25   2   6    -59.57   7.17     163.6
26   2   7    -53.99   -26.17   196.4
27   2   8    -31.27   -51.21   229.1
28   2   9    1.38     -59.98   261.8
29   2   10   33.59    -49.72   294.5
30   2   11   55.14    -23.66   327.3

Tray 3
No  Cir Pos     X        Y     Angle 
1    1   1    89.8     0        0    
2    1   2    84.93    29.16    18.9 
3    1   3    70.86    55.16    37.9 
4    1   4    49.12    75.18    56.8 
5    1   5    22.04    87.05    75.8 
6    1   6    -7.42    89.49    94.7 
7    1   7    -36.07   82.24    113.7
8    1   8    -60.82   66.07    132.6
9    1   9    -78.98   42.74    151.6
10   1   10   -88.58   14.78    170.5
11   1   11   -88.58   -14.78   189.5
12   1   12   -78.98   -42.74   208.4
13   1   13   -60.82   -66.07   227.4
14   1   14   -36.07   -82.24   246.3
15   1   15   -7.42    -89.49   265.3
16   1   16   22.04    -87.05   284.2
17   1   17   49.12    -75.18   303.2
18   1   18   70.86    -55.16   322.1
19   1   19   84.93    -29.16   341.1
20   2   1    59.18    9.9      0    
21   2   2    44.43    40.32    32.7 
22   2   3    15.58    57.94    65.5 
23   2   4    -18.22   57.17    98.2 
24   2   5    -46.24   38.24    130.9
25   2   6    -59.57   7.17     163.6
26   2   7    -53.99   -26.17   196.4
27   2   8    -31.27   -51.21   229.1
28   2   9    1.38     -59.98   261.8
29   2   10   33.59    -49.72   294.5
30   2   11   55.14    -23.66   327.3

Tray 4
No  Cir Pos     X        Y     Angle 
1    1   1    89.8     0        0    
2    1   2    84.93    29.16    18.9 
3    1   3    70.86    55.16    37.9 
4    1   4    49.12    75.18    56.8 
5    1   5    22.04    87.05    75.8 
6    1   6    -7.42    89.49    94.7 
7    1   7    -36.07   82.24    113.7
8    1   8    -60.82   66.07    132.6
9    1   9    -78.98   42.74    151.6
10   1   10   -88.58   14.78    170.5
11   1   11   -88.58   -14.78   189.5
12   1   12   -78.98   -42.74   208.4
13   1   13   -60.82   -66.07   227.4
14   1   14   -36.07   -82.24   246.3
15   1   15   -7.42    -89.49   265.3
16   1   16   22.04    -87.05   284.2
17   1   17   49.12    -75.18   303.2
18   1   18   70.86    -55.16   322.1
19   1   19   84.93    -29.16   341.1
20   2   1    59.18    9.9      0    
21   2   2    44.43    40.32    32.7 
22   2   3    15.58    57.94    65.5 
23   2   4    -18.22   57.17    98.2 
24   2   5    -46.24   38.24    130.9
25   2   6    -59.57   7.17     163.6
26   2   7    -53.99   -26.17   196.4
27   2   8    -31.27   -51.21   229.1
28   2   9    1.38     -59.98   261.8
29   2   10   33.59    -49.72   294.5
30   2   11   55.14    -23.66   327.3

Tray 5
No  Cir Pos     X        Y     Angle 
1    1   1    89.8     0        0    
2    1   2    84.93    29.16    18.9 
3    1   3    70.86    55.16    37.9 
4    1   4    49.12    75.18    56.8 
5    1   5    22.04    87.05    75.8 
6    1   6    -7.42    89.49    94.7 
7    1   7    -36.07   82.24    113.7
8    1   8    -60.82   66.07    132.6
9    1   9    -78.98   42.74    151.6
10   1   10   -88.58   14.78    170.5
11   1   11   -88.58   -14.78   189.5
12   1   12   -78.98   -42.74   208.4
13   1   13   -60.82   -66.07   227.4
14   1   14   -36.07   -82.24   246.3
15   1   15   -7.42    -89.49   265.3
16   1   16   22.04    -87.05   284.2
17   1   17   49.12    -75.18   303.2
18   1   18   70.86    -55.16   322.1
19   1   19   84.93    -29.16   341.1
20   2   1    59.18    9.9      0    
21   2   2    44.43    40.32    32.7 
22   2   3    15.58    57.94    65.5 
23   2   4    -18.22   57.17    98.2 
24   2   5    -46.24   38.24    130.9
25   2   6    -59.57   7.17     163.6
26   2   7    -53.99   -26.17   196.4
27   2   8    -31.27   -51.21   229.1
28   2   9    1.38     -59.98   261.8
29   2   10   33.59    -49.72   294.5
30   2   11   55.14    -23.66   327.3

Tray 6
No  Cir Pos     X        Y     Angle 
1    1   1    89.8     0        0    
2    1   2    84.93    29.16    18.9 
3    1   3    70.86    55.16    37.9 
4    1   4    49.12    75.18    56.8 
5    1   5    22.04    87.05    75.8 
6    1   6    -7.42    89.49    94.7 
7    1   7    -36.07   82.24    113.7
8    1   8    -60.82   66.07    132.6
9    1   9    -78.98   42.74    151.6
10   1   10   -88.58   14.78    170.5
11   1   11   -88.58   -14.78   189.5
12   1   12   -78.98   -42.74   208.4
13   1   13   -60.82   -66.07   227.4
14   1   14   -36.07   -82.24   246.3
15   1   15   -7.42    -89.49   265.3
16   1   16   22.04    -87.05   284.2
17   1   17   49.12    -75.18   303.2
18   1   18   70.86    -55.16   322.1
19   1   19   84.93    -29.16   341.1
20   2   1    59.18    9.9      0    
21   2   2    44.43    40.32    32.7 
22   2   3    15.58    57.94    65.5 
23   2   4    -18.22   57.17    98.2 
24   2   5    -46.24   38.24    130.9
25   2   6    -59.57   7.17     163.6
26   2   7    -53.99   -26.17   196.4
27   2   8    -31.27   -51.21   229.1
28   2   9    1.38     -59.98   261.8
29   2   10   33.59    -49.72   294.5
30   2   11   55.14    -23.66   327.3
